name,email,phone,bio_url,img_url,city,state,population,city_site_url,next_election
William H. Joyce,will.joyce@stillwater.org,405-372-0025,http://stillwater.org/page/home/government/mayor-city-council/will-joyce,https://i2.wp.com/secure.usmayors.org/mayorphotos/Joyce_Will!54326.jpg?w=1100&ssl=1,Stillwater,OK, 50391,http://www.stillwater.org,2021-04-06
George Pankonin,gpankonin@enid.org,580-234-1222,http://www.enid.org/city-government/office-of-the-mayor/biography,https://i0.wp.com/secure.usmayors.org/mayorphotos/Pankonin_George!54728.jpg?w=1100&ssl=1,Enid,OK, 49585,http://www.enid.org,2023-02-07
Marlon J. Coleman,mayor@muskogeeonline.org,918-684-6201,http://www.cityofmuskogee.com/residents/mayor_s_office/index.php,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N00002xaEOK.jpg?w=1100&ssl=1,Muskogee,OK, 37402,http://www.cityofmuskogee.com,2022-02-08
Chris Kelley,ckelley@cityofowasso.com,918-376-1500,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Kelley_Chris!54328.jpg?w=1100&ssl=1,Owasso,OK, 36722,http://www.cityofowasso.com,2021-05-04
Dale Copeland,copeland4bville@aol.com,918-333-4488,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Copeland_Dale!53163.jpg?w=1100&ssl=1,Bartlesville,OK, 36423,http://www.cityofbartlesville.org,2020-12-01
Ed Bolt,ed.bolt@shawneeok.org,405-878-1601,http://www.shawneeok.org/government/mayor_and_city_commission/index.php,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00002xbuXY.jpg?w=1100&ssl=1,Shawnee,OK, 31434,http://shawneeok.org,2024-06-25
Ted Wheeler,mayorwheeler@portlandoregon.gov,503-823-4120,http://www.portlandoregon.gov/wheeler/72222,https://i1.wp.com/secure.usmayors.org/mayorphotos/Wheeler_Ted!53222.jpg?w=1100&ssl=1,Portland,OR, 653115,http://www.portlandoregon.gov,2020-05-19
Chuck Bennett,cbennett@cityofsalem.net,503-588-6255,http://www.cityofsalem.net/CityCouncil/Pages/Mayor3.aspx,https://i0.wp.com/secure.usmayors.org/mayorphotos/Bennett_Chuck!53292.jpg?w=1100&ssl=1,Salem,OR, 173442,http://www.cityofsalem.net,2022-05-17
Lucy K. Vinis,lucy.k.vinis@ci.eugene.or.us,541-682-5010,http://www.eugene-or.gov/3458/Mayor-Lucy-Vinis,https://i0.wp.com/secure.usmayors.org/mayorphotos/Vinis_Lucy!53306.jpg?w=1100&ssl=1,Eugene,OR, 171245,http://www.ci.eugene.or.us,2020-11-03
Karylinn Echols,karylinn.echols@greshamoregon.gov,503-618-2871,https://greshamoregon.gov/Councilor-Karylinn-Echols/,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00002xZffv.jpg?w=1100&ssl=1,Gresham,OR, 110158,http://www.GreshamOregon.gov,2022-11-08
Steve Callaway,steve.callaway@hillsboro-oregon.gov,503-681-6219,http://www.hillsboro-oregon.gov/your-city-government/the-mayor-and-city-council/the-mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/Callaway_Steve!53291.jpg?w=1100&ssl=1,Hillsboro,OR, 108389,http://www.hillsboro-oregon.gov,2020-11-03
Denny Doyle,mayormail@beavertonoregon.gov,503-526-2497,http://www.beavertonoregon.gov/index.aspx?NID=242,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFg6DAAT.jpg?w=1100&ssl=1,Beaverton,OR, 98962,http://www.beavertonoregon.gov,2020-05-19
Sally Russell,srussell@bendoregon.gov,541-388-5505,https://www.bendoregon.gov/government/city-council/sally-russell,https://i1.wp.com/secure.usmayors.org/mayorphotos/Russell_Sally!54580.jpg?w=1100&ssl=1,Bend,OR, 97590,http://www.ci.bend.or.us,2021-01-01
Gary H. Wheeler,mayor@ci.medford.or.us,541-774-2000,http://www.ci.medford.or.us/Members.asp?MemberID=497,https://i0.wp.com/secure.usmayors.org/mayorphotos/Wheeler_Gary!718.jpg?w=1100&ssl=1,Medford,OR, 82347,http://www.ci.medford.or.us,2020-11-03
Christine Lundberg,mayor@ci.springfield.or.us,541-726-3702,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Lunderg_Christine!1113.JPG?w=1100&ssl=1,Springfield,OR, 62979,http://www.ci.springfield.or.us,2024-05-14
Biff Traber,biff.traber@corvallisoregon.gov,541-757-6985,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Traber_Biff!254.JPG?w=1100&ssl=1,Corvallis,OR, 58641,http://www.ci.corvallis.or.us,2022-11-08
Jason B. Snider,jason@tigard-or.gov,503-718-2476,http://www.tigard-or.gov/city_hall/mayor_and_city_council.php,https://i2.wp.com/secure.usmayors.org/mayorphotos/Snider_Jason!54473.jpg?w=1100&ssl=1,Tigard,OR, 54758,http://www.tigard-or.gov,2022-11-08
Sharon Konopa,sharon.konopa@cityofalbany.net,541-926-6812,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Konopa_Sharon!1344.JPG?w=1100&ssl=1,Albany,OR, 54453,http://www.cityofalbany.net,2020-11-03
Cathy Clark,clarkc@keizer.org,503-390-3700,https://www.keizer.org/Mayor/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Clark_Cathy!3393.JPG?w=1100&ssl=1,Keizer,OR, 39692,http://keizer.org,2020-11-03
Kent Studebaker,kstudebaker@ci.oswego.or.us,503-635-0270,https://www.ci.oswego.or.us/citycouncil/mayor-kent-studebaker,https://i0.wp.com/secure.usmayors.org/mayorphotos/Studebaker_Kent!606.jpg?w=1100&ssl=1,Lake Oswego,OR, 39532,http://www.ci.oswego.or.us,2020-11-03
Roy Lindsay,rlindsay@grantspassoregon.gov,541-291-0346,,https://i0.wp.com/secure.usmayors.org/mayorphotos/0034N00002jHvn6.jpg?w=1100&ssl=1,Grants Pass,OR, 38191,https://www.grantspassoregon.gov/,2021-01-01
Dan Holladay,dholladay@orcity.org,971-269-9471,http://www.orcity.org/citycommission/mayor-0,https://i2.wp.com/secure.usmayors.org/mayorphotos/Holladay_Dan!3302.JPG?w=1100&ssl=1,Oregon City,OR, 37129,http://www.orcity.org,2022-11-08
Scott Hill,scott.hill@mcminnvilleoregon.gov,503-434-5547,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Hill_Scott!53237.jpg?w=1100&ssl=1,McMinnville,OR, 34617,http://www.ci.mcminnville.or.us,2020-11-03
George Endicott,george.endicott@ci.redmond.or.us,541-948-3219,https://www.ci.redmond.or.us/city-hall/city-council/city-council-bios,https://i0.wp.com/secure.usmayors.org/mayorphotos/0034N00002lFubx.jpg?w=1100&ssl=1,Redmond,OR, 30914,https://www.ci.redmond.or.us/,2020-11-03
Russell Axelrod,raxelrod@westlinnoregon.gov,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,West Linn,OR, 26859,http://westlinnoregon.gov,2020-10-19
Tim Knapp,knapp@ci.wilsonville.or.us,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Wilsonville,OR, 23768,http://www.ci.wilsonville.or.us,2020-10-19
Lou Ogden,lou.ogden@juno.com,503-692-0163,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Ogden_Lou!2914.JPG?w=1100&ssl=1,Tualatin,OR, 22791,http://www.tualatinoregon.gov,2018-11-06
Tom Ellis,tome@happyvalleyor.gov,503-783-3800,https://www.happyvalleyor.gov/city-hall/city-council/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Ellis_Tom!54491.jpg?w=1100&ssl=1,Happy Valley,OR, 21694,http://www.happyvalleyor.gov,2022-11-08
Mark Gamba,gambam@milwaukieoregon.gov,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Milwaukie,OR, 20490,http://www.cityofmilwaukie.org,2020-11-03
Casey Ryan,casey.ryan@troutdaleoregon.gov,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Troutdale,OR, 16617,http://www.ci.troutdale.or.us,2020-10-19
Stan Pulliam,spulliam@cityofsandy.com,503-668-5533,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Pulliam_Stan!2723.jpg?w=1100&ssl=1,Sandy,OR, 11326,http://www.ci.sandy.or.us,2021-01-01
Scott Burge,mayor@cityofscappoose.org,503-543-7146,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Burge_Scott!54696.jpg?w=1100&ssl=1,Scappoose,OR, 7262,https://www.ci.scappoose.or.us,2020-10-19
Timothy Clark,timc@nwns.com,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Wood Village,OR, 4016,https://www.ci.wood-village.or.us,2020-10-19
,,,,,Durham,OR, 1935,,2020-10-19
Heather Kibbey,mayor@cityofrivergrove.com,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Rivergrove,OR, 372,https://www.cityofrivergrove.org,2020-10-19
Jim Kenney,james.kenney@phila.gov,215-686-2190,https://ballotpedia.org/James_Kenney,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgGTAA1.jpg?w=1100&ssl=1,Philadelphia,PA, 1584138,http://www.phila.gov,2023-11-07
William Peduto,bill.peduto@pittsburghpa.gov,412-255-2626,http://pittsburghpa.gov/mayor/bio,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgGbAAL.jpg?w=1100&ssl=1,Pittsburgh,PA, 301048,http://pittsburghpa.gov,2021-11-02
Ray O'Connell,ray.oconnell@allentownpa.gov,610-437-7546,https://www.allentownpa.gov/Government/Mayors-Office,https://i2.wp.com/secure.usmayors.org/mayorphotos/OConnell_Ray!54255.jpg?w=1100&ssl=1,Allentown,PA, 121433,http://www.allentownpa.org,2023-11-07
Joe Schember,jschember@erie.pa.us,814-870-1200,https://www.joeschember.com/bio/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Schember_Joe!54046.jpg?w=1100&ssl=1,Erie,PA, 96471,http://www.ci.erie.pa.us,2021-11-02
Eddie Moran,mayor@readingpa.org,610-655-6234,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Moran_Eddie!54875.jpg?w=1100&ssl=1,Reading,PA, 88495,http://www.readingpa.gov,2023-11-07
Barbarann Keffer,mayor@upperdarby.org,610-352-4103,http://www.upperdarby.org/Gov/Mayor/The_Mayor.html,https://i2.wp.com/secure.usmayors.org/mayorphotos/Keffer_Barbarann!54874.jpg?w=1100&ssl=1,Upper Darby Township,PA, 82716,http://www.upperdarby.org,2023-11-07
Paige G. Cognetti,pcognetti@scrantonpa.gov,570-348-4101,"http://www.scrantonpa.gov/mayor.html#:~:text=She%20holds%20an%20MBA%20from,where%20her%20parents%20still%20reside.",https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00002JDXo2QAH.jpg?w=1100&ssl=1,Scranton,PA, 77182,http://www.scrantonpa.gov,2021-11-02
Robert Donchez,rdonchez@bethlehem-pa.gov,610-865-7100,http://www.bobdonchez.net/about-bob/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Donchez_Robert!101.jpg?w=1100&ssl=1,Bethlehem,PA, 75790,http://www.bethlehem-pa.gov,2021-11-02
Joseph DiGirolamo,mayorsoffice@bensalem-township.org,215-633-3603,http://bensalemtwp.org/mayor.html,https://i2.wp.com/secure.usmayors.org/mayorphotos/DiGirolamo_Joseph!1459.jpg?w=1100&ssl=1,Bensalem,PA, 60622,http://bensalemtwp.org,2021-11-02
Danene Sorace,mayorsoffice@cityoflancasterpa.com,717-291-4701,https://ulidigitalmarketing.blob.core.windows.net/ulidcnc/2019/02/Mayor-Sorace-Biography.pdf,https://i1.wp.com/secure.usmayors.org/mayorphotos/Sorace_Danene!53972.jpg?w=1100&ssl=1,Lancaster,PA, 59420,http://www.cityoflancasterpa.com,2021-11-02
Daniel S. Bernheim Esq.,dbernheim@wilentz.com,610-649-6931,http://www.lowermerion.org/services/township-secretary-s-office/board-of-commissioners/commissioners/daniel-s-bernheim-esq-president,https://i0.wp.com/secure.usmayors.org/mayorphotos/Bernheim_Daniel!54157.jpg?w=1100&ssl=1,Lower Merion Township,PA, 57825,http://www.Lowermerion.org,2020-01-01
Wayne C. Luker,wayneluker@aol.com,215-659-7964,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Luker_Wayne!1335.jpg?w=1100&ssl=1,Abington,PA, 55310,http://www.abington.org,2020-01-01
John Groh,jgroh@millcreektownship.com,814-833-1111,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Groh_John!54652.jpg?w=1100&ssl=1,Millcreek Township,PA, 53515,http://www.millcreektownship.com,2020-01-01
Eric Papenfuse,mayor@harrisburgpa.gov,717-255-3040,http://papenfuseformayor.com/info/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Papenfuse_Eric!488.jpg?w=1100&ssl=1,Harrisburg,PA, 49229,http://harrisburgpa.gov,2021-11-02
Andy Lewis,allewis4@gmail.com,610-609-1902,https://www.haverfordtownship.org/department/division.php?structureid=30,https://i0.wp.com/secure.usmayors.org/mayorphotos/Lewis_Andy!54637.jpg?w=1100&ssl=1,Haverford Township,PA, 48491,http://www.haverfordtownship.com,2020-01-01
Lowman S. Henry,lhenry@lowerpaxton-pa.gov,717-657-5600,https://www.lowerpaxton-pa.gov/sites/default/files/pdf/Lowman%20S%20Henry%202018%20with%20photo.pdf,https://i1.wp.com/secure.usmayors.org/mayorphotos/Henry_Lowman!54639.jpg?w=1100&ssl=1,Lower Paxton Township,PA, 47360,http://www.lowerpaxton-pa.gov,2021-01-01
Tom Tosti,ttosti@middletownbucks.org,215-750-3800,http://www.middletownbucks.org/government/board_of_supervisors/chairperson_tom_tosti.php,https://i0.wp.com/secure.usmayors.org/mayorphotos/Tosti_Tom!54651.jpg?w=1100&ssl=1,Middletown Township,PA, 45436,http://www.middletowntwpbucks.org,2020-01-01
Michael Helfrich,mhelfrich@yorkcity.org,717-849-2221,http://www.yorkcity.org/government/mayor-michael-helfrich-mayors-office/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Helfrich_Michael!54048.jpg?w=1100&ssl=1,York,PA, 44118,http://www.yorkcity.org,2021-11-02
Matt Pacifico,council@altoonapa.gov,814-949-2405,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Pacifico_Matt!21.jpg?w=1100&ssl=1,Altoona,PA, 43702,http://www.altoonapa.gov,2021-11-02
George Reese,greese@hempfieldtwp.org,724-834-7232,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Reese_George!54217.jpg?w=1100&ssl=1,Hempfield Township,PA, 43241,http://hempfieldtwp.com,2020-01-01
Ronald L. Filippelli,mayor@statecollegepa.us,814-234-7110,,https://i0.wp.com/secure.usmayors.org/mayorphotos/0034N00002iS9t8.jpg?w=1100&ssl=1,State College,PA, 42352,http://www.statecollegepa.us,2021-11-02
Pauline Calabrese,mayor@pennhills.org,412-798-0579,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Calabrese_Pauline!54876.jpg?w=1100&ssl=1,Penn Hills,PA, 40974,http://www.pennhills.org,2023-11-07
George C. Brown,gbrown@wilkes-barre.pa.us,570-208-4158,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Brown_George!54873.jpg?w=1100&ssl=1,Wilkes-Barre,PA, 40806,http://wilkes-barre.pa.us,2023-11-07
Barry Moore,bmoore@nhtwp.org,215-357-6800,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Moore_Barry!53358.jpg?w=1100&ssl=1,Northampton Township,PA, 39726,http://northamptontownship.com,2020-01-01
Daniel B. Norris,dnorris@cheltenham-township.org,215-635-0383,https://www.cheltenhamtownship.org/pview.aspx?id=5728,https://i2.wp.com/secure.usmayors.org/mayorphotos/Norris_Daniel!54153.jpg?w=1100&ssl=1,Cheltenham Township,PA, 36793,http://www.cheltenhamtownship.org,2020-01-01
Robert Harvie,b.harvie@fallstwp.com,215-949-9000,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Harvie_Robert!1831.JPG?w=1100&ssl=1,Falls Township,PA, 34300,http://www.fallstwp.com,2020-01-01
Thaddeus Kirkland,tkirkland@chestercity.com,610-447-7723,http://www.chestercity.com/city-officials/city-council/mayor-thaddeus-kirkland-director-of-public-affairs/,https://i1.wp.com/secure.usmayors.org/mayorphotos/Kirkland_Thaddeus!206.JPG?w=1100&ssl=1,Chester,PA, 33909,http://www.chestercity.com,2023-11-07
Steve Silverman,ssilverman@mtlebanon.org,412-491-3794,http://mtlebanon.org/55/Ward-2-Steve-Silverman,https://i2.wp.com/secure.usmayors.org/mayorphotos/Silverman_Steve!54225.jpg?w=1100&ssl=1,Mount Lebanon,PA, 33137,http://mtlebanon.org,2020-01-01
Jason T. Croley,jcroley@warminsterpa.org,215-443-5414,https://warminstertownship.org/board-of-supervisors/,https://i1.wp.com/secure.usmayors.org/mayorphotos/Croley_Jason!54640.jpg?w=1100&ssl=1,Warminster Township,PA, 32682,http://www.warminstertownship.org,2020-01-01
Daniel R. Grenier,dgrenier@lmt.org,267-274-1191,https://www.lmt.org/staff/daniel-grenier/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Grenier_Daniel!54638.jpg?w=1100&ssl=1,Lower Makefield Township,PA, 32559,http://lmt.org,2020-01-01
Jack Allen,mayor@bethelpark.net,412-831-9923,http://bethelpark.net/MAYOR.cfm,https://i2.wp.com/secure.usmayors.org/mayorphotos/Allen_Jack!99.jpg?w=1100&ssl=1,Bethel Park,PA, 32501,http://bethelpark.net,2021-11-02
Lisa Borowski,lborowski@radnor.org,610-355-0611,http://pa-radnor.civicplus.com/directory.aspx?EID=121,https://i1.wp.com/secure.usmayors.org/mayorphotos/Borowski_Lisa!54226.jpg?w=1100&ssl=1,Radnor Township,PA, 31531,http://www.radnor.com,2020-01-01
Robert J. Willert,contact@ridleytwp.org,610-534-4806,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Willert_Robert!2655.JPG?w=1100&ssl=1,Ridley Township,PA, 30768,http://www.ridleytwp.org,2020-01-01
Ronald W. Beitler,rbeitler@lowermac.com,610-966-4343,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Beitler_Ronald!54155.jpg?w=1100&ssl=1,Lower Macungie Township,PA, 30633,http://lowermac.com,2020-01-01
Zachary Haigis,zhaigis@msn.com,724-396-1122,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Haigis_Zachary!54159.jpg?w=1100&ssl=1,North Huntingdon Township,PA, 30609,http://township.north-huntingdon.pa.us,2020-01-01
Salvatore  'Sal' J. Panto Jr.,spanto@easton-pa.gov,610-250-6610,http://www.easton-pa.com/mayor.html,https://i1.wp.com/secure.usmayors.org/mayorphotos/Panto_Salvatore!327.jpg?w=1100&ssl=1,Easton,PA, 27216,http://www.easton-pa.com,2023-11-07
Marita Garrett,mgarrett@wilkinsburgpa.gov,412-287-2551,http://www.maritagarrett.com,https://i1.wp.com/secure.usmayors.org/mayorphotos/Garrett_Marita!3176.jpg?w=1100&ssl=1,Wilkinsburg,PA, 15448,http://wilkinsburgpa.gov,2021-11-02
Josh Maxwell,joshmaxwell@me.com,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Downington,PA, 7905,http://www.downingtown.org,2020-10-19
Matthew Shorraw,mshorraw@cityofmonessen.com,724-684-9000,https://www.shorrawformonessen.com/,https://i0.wp.com/secure.usmayors.org/mayorphotos/0034N00002rBiWR.jpg?w=1100&ssl=1,Monessen,PA, 7277,http://ww.cityofmonessen.com,2020-11-03
Carmen Yulin Cruz,mimercado@sanjuanciudadpatria.com,787-480-2558,http://www.camarapr.org/Pres-Izq/CAMACOL/Bio-Carmen-Yulin.pdf,https://i0.wp.com/secure.usmayors.org/mayorphotos/Yulin_Cruz!1044.jpg?w=1100&ssl=1,San Juan,PR, 320761,http://www.sanjuan.pr,2020-11-03
Ram�n Luis Rivera Cruz,mercadoaleida@yahoo.com,787-780-5552,http://www.camarapr.org/presentaciones/APP/BIO-RAMON-LUIS.pdf,https://i1.wp.com/secure.usmayors.org/mayorphotos/Rivera_Cruz_Ramon!74.jpg?w=1100&ssl=1,Bayam�n,PR, 170366,http://www.municipiodebayamon.com,2020-11-03
Jose Carlos Aponte Dalmau,cadem@prtc.net,787-757-2626,https://peoplepill.com/people/jose-aponte-dalmau/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Aponte_Jose!180.JPG?w=1100&ssl=1,Carolina,PR, 147542,https://www.municipiocarolina.com,2020-11-03
Mar�a E. Mel�ndez Altieri,mariae.melendez@ponce.pr.gov,787-284-4141,http://www.camarapr.org/Pres-Lamboy/PROMESA/bios/Bio-Mayor-Maria-Melendez-English.pdf,https://i2.wp.com/secure.usmayors.org/mayorphotos/Melendez_Maria!940.jpg?w=1100&ssl=1,Ponce,PR, 133052,http://www.visitponce.com,2020-11-03
William Miranda Torres,wmiranda@caguas.gov.pr,787-743-3400,http://www.caguas.gov.pr/alcalde/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Miranda_Torres_William!163.jpg?w=1100&ssl=1,Caguas,PR, 124344,http://www.caguas.gov.pr,2020-11-03
Angel Perez-Otero,perezotero@guaynabocity.gov.pr,787-720-4040,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Perez_Angel!54234.jpg?w=1100&ssl=1,Guaynabo,PR, 83775,http://www.guaynabocity.gov.pr/Guaynabo/,2020-11-03
Carlos Molina-Rodriguez,nvazqueztell.arecibo@gmail.com,787-878-4338,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Molina_Carlos!39.jpg?w=1100&ssl=1,Arecibo,PR, 82099,,2020-11-03
Bernardo Marquez,legislaturatb@gmail.com,787-261-0202,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Marquez_Bernardo!53360.jpg?w=1100&ssl=1,Toa Baja,PR, 74582,http://www.toabaja.com,2020-11-03
Clemente 'Chito' Agosto Lugardo Jr.,,787-870-2100,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Agosto_Clemente!1165.jpg?w=1100&ssl=1,Toa Alta,PR, 71008,http://toaalta.pr.gov,2020-11-03
Jose Guillermo Rodr�guez,avelez@mayaguezpr.com,787-834-8585,https://en.wikipedia.org/wiki/Jos%C3%A9_Guillermo_Rodr%C3%ADguez,https://i0.wp.com/secure.usmayors.org/mayorphotos/Rodriguez_Jose!708.jpg?w=1100&ssl=1,Mayaguez,PR, 70463,,2020-11-03
Jos� Luis Cruz,ofialcalde@trujilloalto.gov.pr,787-761-0172,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Cruz_Jose_Luis!1177.jpg?w=1100&ssl=1,Trujillo Alto,PR, 63721,,2020-11-03
Marcelo Trujillo Paniss,,787-852-3066,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Trujillo_Panisse_Marcelo!533.jpg?w=1100&ssl=1,Humacao,PR, 50646,http://www.facebook.com/pages/Humacao/110369408990845,2020-11-03
Yanitsia Irizarry M�ndez,,787-891-1005x3200,http://www.yanitsia.com/semblanza/,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00002lGX4w.jpg?w=1100&ssl=1,Aguadilla,PR, 50574,,2020-11-03
Marcos Cruz Molina,secretaria@vegabaja.gov.pr,787-855-2500,http://www.vegabaja.gov.pr/turismo/,https://i1.wp.com/secure.usmayors.org/mayorphotos/Cruz_Marcos!1205.jpg?w=1100&ssl=1,Vega Baja,PR, 50136,http://www.vegabaja.gov.pr,2020-11-03
Angel 'Bori' Gonzalez,,787-887-2370,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Gonzalez_Angel!53359.jpg?w=1100&ssl=1,R�o Grande,PR, 47839,,2020-11-03
Lornna J. Soto,lornnasoto@gmail.com,787-957-1159,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Soto_Lornna!1569.jpg?w=1100&ssl=1,Canovanas,PR, 47648,,2020-11-03
Roberto 'Bobby' Ram�rez Kurtz,dvegacaborojo@gmail.com,787-851-1025,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Ramirez_Roberto!162.jpg?w=1100&ssl=1,Cabo Rojo,PR, 47136,http://www.topuertorico.org/city/caborojo.shtml,2020-11-03
Rosachely Rivera Santana,rrivera@gurabopr.com,787-737-8411,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Santana_Rosachely!53468.jpg?w=1100&ssl=1,Gurabo,PR, 46066,http://www.gurabopr.com,2020-11-03
Ramoncito Hernandez,,787-837-2185,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Hernandez_Ramoncito!570.jpg?w=1100&ssl=1,Juana D�az,PR, 44535,,2020-11-03
Rolando Ortiz Vel�zquez,rcayey@gmail.com,787-738-3211,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Velazquez_Rolando_Ortiz!190.jpg?w=1100&ssl=1,Cayey,PR, 42326,,2020-11-03
Carlos O. Delgado Altieri,,787-872-2100,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Delgado_Carlos!552.jpg?w=1100&ssl=1,Isabela,PR, 40259,,2020-11-03
Eduardo Cintr�n,,787-864-1882,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Cintron_Eduardo!470.jpg?w=1100&ssl=1,Guayama,PR, 39284,,2020-11-03
Jos� 'Chely' Rodr�guez,,787-898-3835,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Rodriguez_Jose!2001.jpg?w=1100&ssl=1,Hatillo,PR, 38821,,2020-11-03
Javier Carrasquillo,jecarrasquillo@cidra.gov.pr,787-607-5373,https://peoplepill.com/people/javier-carrasquillo/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Carrasquillo_Javier!219.JPG?w=1100&ssl=1,Cidra,PR, 38219,http://welcome.topuertorico.org/city/cidra.shtml,2020-11-03
Juan 'Tato' Carlos Garcia,nrodriguez2@coamo.puertorico.pr,787-803-6704,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Garcia_Juan!231.jpg?w=1100&ssl=1,Coamo,PR, 37849,http://www.puerto-rico.net/towns/coamo/,2020-11-03
Alfredo 'Papo' Alejandro Carri�n,alcaldejuncos@yahoo.com,787-734-0335,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Alejandro_Alfredo!2103.jpg?w=1100&ssl=1,Juncos,PR, 37708,,2020-11-03
Jose Sanchez,aalcalde@atenas.com,787-854-2024,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Sanchez_Jose!53374.jpg?w=1100&ssl=1,Manat�,PR, 37359,,2020-11-03
Manuel Santiago Mendoza,oficinadelalcalde@aguada.gov.pr,787-371-4143,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Santiago_Manuel!53369.jpg?w=1100&ssl=1,Aguada,PR, 36621,http://aguada.gov.pr,2020-11-03
Miguel A. Lopez Rivera,alcaldemlp@gmail.com,787-733-2160,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Lopez_Miguel!3160.jpg?w=1100&ssl=1,Las Piedras,PR, 36519,,2020-11-03
Jose Roman Abreu,,787-736-3511,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Abreu_Jose!1046.jpg?w=1100&ssl=1,San Lorenzo,PR, 35904,,2020-11-03
Oscar 'Can' Santiago,,787-883-5900,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Santiago_Oscar!53361.jpg?w=1100&ssl=1,Vega Alta,PR, 35782,,2020-11-03
Carlos 'Carlitos' A. L�pez,alcalde_dorado@yahoo.com,787-796-1230,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Lopez_Carlos!1739.jpg?w=1100&ssl=1,Dorado,PR, 35761,,2020-11-03
